City ID,City,Country,Date,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind Speed
278,Riyadh,SA,2022-04-04 02:20:44,24.6877,46.7219,66.34,13,63,4.14
279,Adrar,MR,2022-04-04 02:23:34,20.5022,-10.0711,70.72,15,0,10.4
280,Platanos,GR,2022-04-04 02:28:40,37.6667,21.6167,50.09,68,100,4.52
281,Naron,ES,2022-04-04 02:28:40,43.5167,-8.1528,46.02,65,11,13.8
282,Takoradi,GH,2022-04-04 02:21:45,4.8845,-1.7554,80.8,87,86,10.74
283,Jesus De Otoro,HN,2022-04-04 02:28:40,14.4833,-87.9833,72.7,54,90,1.48
284,Soyo,AO,2022-04-04 02:22:44,-6.1349,12.3689,77.72,90,92,3.56
285,Naziya,RU,2022-04-04 02:28:40,59.8,31.3833,28.54,1,61,4.41
286,Buraydah,SA,2022-04-04 02:23:08,26.326,43.975,66.65,13,89,7.49
287,Kontagora,NG,2022-04-04 02:28:41,10.3999,5.4695,82.96,41,100,6.46
288,Jutai,BR,2022-04-04 02:23:52,-5.1833,-68.9,74.7,88,100,1.59
289,Walvis Bay,NA,2022-04-04 02:22:24,-22.9575,14.5053,59.09,82,0,3.44
290,Banfora,BF,2022-04-04 02:28:41,10.6333,-4.7667,85.48,47,100,3.78
291,Ambovombe,MG,2022-04-04 02:22:59,-25.1667,46.0833,71.2,90,0,8.23
292,Tumaco,CO,2022-04-04 02:28:41,1.7986,-78.8156,77.65,89,100,5.23
293,Yarmouth,US,2022-04-04 02:28:42,41.7057,-70.2286,42.96,85,100,14.0
294,Boueni,YT,2022-04-04 02:28:42,-12.9025,45.0761,80.58,73,99,7.65
295,Trujillo,PE,2022-04-04 02:24:54,-8.116,-79.03,66.16,88,40,8.05
296,Atar,MR,2022-04-04 02:23:35,20.5169,-13.0499,66.74,41,2,6.42
297,Afrikanda,RU,2022-04-04 02:28:42,67.4429,32.7828,17.11,93,100,9.04
298,Rubik,AL,2022-04-04 02:28:43,41.7744,19.7861,40.66,86,99,4.18
299,Coquimbo,CL,2022-04-04 02:22:53,-29.9533,-71.3436,56.93,100,0,3.44
300,Gamba,GA,2022-04-04 02:22:54,-2.65,10.0,76.33,93,99,2.04
301,Ouadda,CF,2022-04-04 02:28:43,8.0777,22.4007,71.94,69,96,4.88
302,Sapouy,BF,2022-04-04 02:28:43,11.5544,-1.7736,82.9,50,100,5.55
303,Russkaya Polyana,UA,2022-04-04 02:28:44,49.417,31.9201,32.76,82,100,12.93
304,Kruisfontein,ZA,2022-04-04 02:22:02,-34.0033,24.7314,56.88,86,27,4.05
305,Dwarka,IN,2022-04-04 02:22:32,22.2394,68.9678,78.39,66,2,10.74
306,Opuwo,NA,2022-04-04 02:24:08,-18.0607,13.84,63.64,78,2,1.88
307,Carutapera,BR,2022-04-04 02:28:44,-1.195,-46.02,76.51,93,100,6.08
308,Khorixas,NA,2022-04-04 02:28:44,-20.3667,14.9667,63.21,44,0,1.54
309,Aksay,RU,2022-04-04 02:28:44,47.26,39.87,47.25,78,65,15.99
310,Lar,IN,2022-04-04 02:28:45,26.2039,83.9717,83.88,11,0,3.94
311,Thompson,CA,2022-04-04 02:21:44,55.7435,-97.8558,35.76,55,100,4.61
312,Banda Aceh,ID,2022-04-04 02:23:29,5.5577,95.3222,81.14,72,95,2.21
313,Korla,CN,2022-04-04 02:21:49,41.7597,86.1469,59.86,19,0,3.53
314,Chivacoa,VE,2022-04-04 02:28:45,10.1603,-68.895,72.43,93,69,4.47
315,Chapais,CA,2022-04-04 02:22:37,49.7834,-74.8492,28.18,91,100,4.05
316,Ampanihy,MG,2022-04-04 02:28:45,-24.7,44.75,67.46,96,18,5.08
317,Bukoba,TZ,2022-04-04 02:28:46,-1.3317,31.8122,67.68,71,71,4.12
318,Versoix,CH,2022-04-04 02:28:46,46.2833,6.1667,36.43,69,75,4.61
319,Colgong,IN,2022-04-04 02:28:46,25.2667,87.2167,85.05,54,0,6.4
320,Anekal,IN,2022-04-04 02:28:47,12.7,77.7,72.91,81,78,5.68
321,Husavik,IS,2022-04-04 02:22:05,66.0449,-17.3389,25.7,91,100,7.7
322,Concarneau,FR,2022-04-04 02:28:47,47.875,-3.9225,32.79,76,49,2.64
323,Gambela,ET,2022-04-04 02:28:47,8.25,34.5833,78.62,61,37,4.74
324,Mahibadhoo,MV,2022-04-04 02:23:29,3.7833,72.9667,83.08,64,49,0.56
325,Calbuco,CL,2022-04-04 02:28:47,-41.768,-73.1273,49.21,81,100,5.1
326,Saint George,US,2022-04-04 02:22:15,37.1041,-113.5841,72.19,26,0,5.75
327,Zurrieq,MT,2022-04-04 02:28:48,35.8311,14.4742,53.96,82,0,10.36
328,Ovalle,CL,2022-04-04 02:23:04,-30.5983,-71.2003,67.01,61,58,2.26
329,Hella,NO,2022-04-04 02:28:48,67.2,14.4333,28.89,67,0,24.16
330,Melo,UY,2022-04-04 02:28:48,-32.3667,-54.1833,63.99,97,98,3.76
331,Kudahuvadhoo,MV,2022-04-04 02:22:07,2.6708,72.8944,83.03,61,9,1.7
332,Vestmannaeyjar,IS,2022-04-04 02:28:49,63.4427,-20.2734,42.93,82,100,8.01
333,Pokhara,NP,2022-04-04 02:21:07,28.2333,83.9833,75.31,52,1,1.16
334,Kamariotissa,GR,2022-04-04 02:28:49,40.4833,25.4667,53.44,75,50,9.78
335,Dalbandin,PK,2022-04-04 02:28:49,28.8947,64.4101,70.0,12,0,0.89
336,Maragogi,BR,2022-04-04 02:27:26,-9.0122,-35.2225,77.94,83,77,8.43
337,Brae,GB,2022-04-04 02:22:47,60.3964,-1.353,45.3,94,100,14.43
338,Kharp,RU,2022-04-04 02:28:50,66.8014,65.8081,15.85,94,100,18.5
339,Nouadhibou,MR,2022-04-04 02:23:46,20.931,-17.0347,64.38,94,20,11.5
340,Mahajanga,MG,2022-04-04 02:22:13,-15.7167,46.3167,77.02,94,20,3.44
341,Kangasala,FI,2022-04-04 02:28:50,61.4638,24.076,28.67,91,100,7.36
342,Yangambi,CD,2022-04-04 02:28:51,0.8102,24.4336,68.16,98,92,0.58
343,Alto Araguaia,BR,2022-04-04 02:28:51,-17.3147,-53.2153,70.0,77,1,3.06
344,Cap-Aux-Meules,CA,2022-04-04 02:22:37,47.3821,-61.8597,28.45,80,40,6.91
345,Bonga,ET,2022-04-04 02:28:51,7.2833,36.2333,60.13,89,87,3.02
346,Pathalgaon,IN,2022-04-04 02:28:51,22.5667,83.4667,82.83,9,0,3.42
347,The Valley,AI,2022-04-04 02:28:52,18.217,-63.0578,78.66,70,0,18.99
348,Road Town,VG,2022-04-04 02:22:39,18.4167,-64.6167,78.84,69,20,10.36
349,Spassk,RU,2022-04-04 02:28:52,52.747,87.7545,38.26,98,100,1.23
350,Matay,EG,2022-04-04 02:22:49,28.419,30.7792,67.71,20,68,11.65
351,Beloha,MG,2022-04-04 02:22:16,-25.1667,45.05,70.29,92,0,8.23
352,Norrtalje,SE,2022-04-04 02:28:53,59.758,18.705,35.44,69,100,7.43
353,Dudinka,RU,2022-04-04 02:23:20,69.4058,86.1778,-4.36,100,100,6.6
354,Butterworth,MY,2022-04-04 02:28:53,5.3991,100.3638,84.24,82,20,6.91
355,Karaidel,RU,2022-04-04 02:28:54,55.8337,56.9069,39.63,97,100,9.55
356,Kavaratti,IN,2022-04-04 02:21:35,10.5669,72.642,82.51,70,27,5.91
357,Camacupa,AO,2022-04-04 02:28:54,-12.0167,17.4833,60.03,96,90,1.74
358,La Rioja,ES,2022-04-04 02:22:34,42.25,-2.5,26.38,94,66,3.36
359,Bandundu,CD,2022-04-04 02:28:54,-3.3167,17.3667,72.03,94,99,0.94
360,Rensvik,NO,2022-04-04 02:28:54,63.1,7.8167,31.66,93,100,4.61
361,Gemena,CD,2022-04-04 02:26:38,3.25,19.7667,69.94,91,100,0.92
362,Novo Oriente,BR,2022-04-04 02:28:55,-5.5344,-40.7742,73.26,79,88,0.69
363,Yenagoa,NG,2022-04-04 02:28:55,4.9247,6.2642,77.56,90,100,3.94
364,Bin Qirdan,TN,2022-04-04 02:28:55,33.1378,11.2197,57.72,87,33,13.24
365,Andenes,NO,2022-04-04 02:28:56,69.3143,16.1194,26.58,59,2,18.41
366,Moshenskoye,RU,2022-04-04 02:28:56,58.5102,34.5911,22.59,97,97,3.76
367,Morondava,MG,2022-04-04 02:23:12,-20.2833,44.2833,76.59,74,0,5.99
368,Bengkulu,ID,2022-04-04 02:22:35,-3.8004,102.2655,81.54,63,28,3.74
369,Promyshlennaya,RU,2022-04-04 02:28:56,54.9159,85.6385,32.95,100,100,4.5
370,Moose Factory,CA,2022-04-04 02:23:47,51.2585,-80.6094,21.2,73,100,6.91
371,Bar Harbor,US,2022-04-04 02:28:57,44.3876,-68.2039,38.01,69,40,1.99
372,Sapanta,RO,2022-04-04 02:28:57,47.9667,23.7,29.16,92,86,1.07
373,Lubango,AO,2022-04-04 02:28:57,-14.9172,13.4925,57.79,86,100,2.13
374,Katima Mulilo,NA,2022-04-04 02:28:57,-17.5,24.2667,68.14,75,89,1.5
375,Grand Baie,MU,2022-04-04 02:28:58,-20.0182,57.5802,79.45,81,15,8.99
376,Aden,YE,2022-04-04 02:28:58,12.7794,45.0367,81.41,62,8,8.12
377,Inirida,CO,2022-04-04 02:28:58,3.8653,-67.9239,74.1,97,100,1.12
378,Nueve De Julio,AR,2022-04-04 02:28:58,-35.4444,-60.8831,48.56,46,4,4.99
379,Arrecife,ES,2022-04-04 02:28:59,28.963,-13.5477,62.58,82,46,16.11
380,Kaele,CM,2022-04-04 02:28:59,10.1092,14.4508,86.38,10,92,5.79
381,Mmabatho,ZA,2022-04-04 02:28:59,-25.85,25.6333,62.56,94,100,8.05
382,Novyye Burasy,RU,2022-04-04 02:29:00,52.1324,46.0714,39.43,92,100,7.09
383,Oktyabrskoye,RU,2022-04-04 02:24:07,43.0645,44.7417,46.35,81,54,4.47
384,Senaki,GE,2022-04-04 02:29:00,42.2704,42.0675,50.09,81,100,4.92
385,Tiznit,MA,2022-04-04 02:29:00,29.5833,-9.5,59.31,63,54,7.63
386,Petrolia,CA,2022-04-04 02:29:00,42.8668,-82.1498,32.77,93,0,0.0
387,Dubai,AE,2022-04-04 02:24:33,25.2582,55.3047,71.53,83,6,4.61
388,Hambantota,LK,2022-04-04 02:21:45,6.1241,81.1185,79.79,80,17,2.06
389,Khuzdar,PK,2022-04-04 02:29:01,27.7384,66.6434,67.23,10,36,4.45
390,Sorland,NO,2022-04-04 02:29:01,67.667,12.6934,31.93,87,74,25.9
391,Pokaran,IN,2022-04-04 02:29:01,26.9167,71.9167,79.38,19,6,7.99
392,Aswan,EG,2022-04-04 02:21:37,24.0934,32.907,81.66,17,100,8.37
393,Konya,TR,2022-04-04 02:29:02,38.1667,32.5,42.28,55,10,1.86
394,Tamasane,BW,2022-04-04 02:29:02,-22.4184,27.4013,70.11,69,94,3.18
395,Morganton,US,2022-04-04 02:29:02,35.7454,-81.6848,50.13,51,0,0.0
396,Kuzino,RU,2022-04-04 02:29:03,57.0224,59.4412,40.62,94,94,11.81
397,Madimba,TZ,2022-04-04 02:29:03,-10.4,40.3333,76.77,89,40,4.07
398,Nioki,CD,2022-04-04 02:29:03,-2.7167,17.6833,72.07,94,100,1.59
399,Paracuru,BR,2022-04-04 02:29:04,-3.41,-39.0306,75.11,91,16,9.24
400,Maceio,BR,2022-04-04 02:24:09,-9.6658,-35.7353,78.24,83,40,4.61
401,Lehigh Acres,US,2022-04-04 02:29:04,26.6254,-81.6248,73.98,82,20,6.91
402,Otavalo,EC,2022-04-04 02:29:04,0.2333,-78.2667,55.62,94,99,1.19
403,Hualmay,PE,2022-04-04 02:23:34,-11.0964,-77.6139,69.04,86,38,8.75
404,Bekhteyevka,RU,2022-04-04 02:29:05,50.8072,37.2085,31.1,96,100,8.7
405,Puerto Leguizamo,CO,2022-04-04 02:22:53,-0.1934,-74.7819,72.05,96,95,2.17
406,Diamantino,BR,2022-04-04 02:29:05,-14.4086,-56.4461,73.56,86,1,2.13
407,Morant Bay,JM,2022-04-04 02:29:05,17.8815,-76.4093,80.22,85,25,7.47
408,Beyneu,KZ,2022-04-04 02:24:05,45.3167,55.2,59.43,50,98,10.49
409,Black River,JM,2022-04-04 02:29:06,18.0264,-77.8487,77.54,79,32,1.95
410,Karasuk,RU,2022-04-04 02:29:06,53.7377,78.0403,34.25,92,100,7.05
411,Alta Gracia,AR,2022-04-04 02:29:06,-31.6529,-64.4283,57.88,52,0,5.26
412,Harnosand,SE,2022-04-04 02:29:07,62.6323,17.9379,28.4,86,100,6.29
413,Jonkoping,SE,2022-04-04 02:29:07,57.7814,14.1562,41.38,100,100,10.36
414,Iberia,US,2022-04-04 02:29:07,29.9502,-91.7507,69.87,77,0,9.22
415,Quimper,FR,2022-04-04 02:29:08,48.0,-4.1,39.76,80,0,0.0
416,Tonantins,BR,2022-04-04 02:29:08,-2.8731,-67.8022,72.36,96,48,0.11
417,Moro,PK,2022-04-04 02:29:08,26.6646,68.0016,80.76,9,2,5.93
418,Traverse City,US,2022-04-04 02:24:30,44.7631,-85.6206,36.73,93,75,1.01
419,Yarada,IN,2022-04-04 02:29:09,17.65,83.2667,82.72,83,20,6.91
420,Rovaniemi,FI,2022-04-04 02:27:46,66.5,25.7167,15.21,92,87,2.3
421,Yambio,SS,2022-04-04 02:29:09,4.5721,28.3955,68.68,92,93,3.8
422,Upata,VE,2022-04-04 02:29:10,8.0086,-62.3989,73.2,79,58,4.99
423,Jumla,NP,2022-04-04 02:29:10,29.2747,82.1838,56.71,26,0,2.15
424,Warangal,IN,2022-04-04 02:29:11,18.0,79.5833,79.65,63,87,13.87
425,Lasa,IT,2022-04-04 02:23:50,46.6166,10.7002,33.37,95,97,1.88
426,Santa Cruz,BO,2022-04-04 02:29:11,-17.8,-63.1667,72.86,83,7,6.91
427,Dingli,MT,2022-04-04 02:29:11,35.8614,14.3822,52.81,82,0,10.36
428,Umm Kaddadah,SD,2022-04-04 02:22:46,13.6017,26.6876,78.87,12,23,8.84
429,Voi,KE,2022-04-04 02:29:12,-3.3945,38.563,71.91,91,50,3.87
430,Lewisporte,CA,2022-04-04 02:29:12,49.2499,-55.0482,33.55,87,45,11.88
431,Amboasary,MG,2022-04-04 02:29:12,-25.0333,46.3833,70.16,92,0,4.54
432,Skibbereen,IE,2022-04-04 02:29:13,51.55,-9.2667,51.12,94,100,12.75
433,Qasigiannguit,GL,2022-04-04 02:29:13,68.8193,-51.1922,21.45,91,38,6.04
434,Daund,IN,2022-04-04 02:29:13,18.4667,74.6,83.28,33,100,5.53
435,Ballyhaunis,IE,2022-04-04 02:29:14,53.7667,-8.7667,49.78,96,100,13.71
436,Valparaiso,CL,2022-04-04 02:21:58,-33.0393,-71.6273,60.48,58,0,3.44
437,Temuco,CL,2022-04-04 02:27:42,-38.7333,-72.6,42.57,91,1,1.57
438,Alvdal,NO,2022-04-04 02:29:14,62.1077,10.6307,25.41,97,100,2.39
439,Viedma,AR,2022-04-04 02:20:25,-40.8135,-62.9967,51.21,53,2,11.27
440,Havre-Saint-Pierre,CA,2022-04-04 02:22:52,50.2334,-63.5986,34.16,55,0,11.5
441,Collierville,US,2022-04-04 02:29:15,35.042,-89.6645,60.55,45,45,6.71
442,Alberton,CA,2022-04-04 02:23:50,46.8168,-64.0654,33.93,72,98,6.49
443,Carnarvon,AU,2022-04-04 02:21:53,-24.8667,113.6333,80.67,78,40,13.8
444,Lieksa,FI,2022-04-04 02:29:15,63.3167,30.0167,14.99,100,96,0.89
445,Klyavlino,RU,2022-04-04 02:29:15,54.2649,52.0267,38.37,97,100,2.06
446,Ciudad Bolivar,VE,2022-04-04 02:29:16,8.1222,-63.5497,83.19,55,97,13.29
447,Scarborough,GB,2022-04-04 02:29:16,54.2797,-0.4044,46.9,89,100,10.0
448,Lyngseidet,NO,2022-04-04 02:22:35,69.5763,20.2189,15.8,81,48,8.01
449,Viseu,PT,2022-04-04 02:29:17,40.661,-7.9097,38.73,58,0,13.78
450,Antofagasta,CL,2022-04-04 02:29:17,-23.65,-70.4,60.08,73,39,5.7
451,Porto Walter,BR,2022-04-04 02:29:18,-8.2686,-72.7439,73.36,88,78,2.71
452,Leticia,CO,2022-04-04 02:29:18,-4.2153,-69.9406,73.45,94,75,2.3
453,Marawi,PH,2022-04-04 02:29:19,7.9986,124.2928,78.85,70,84,4.63
454,Vilela,PT,2022-04-04 02:29:19,41.2251,-7.6034,32.31,61,0,10.58
455,Saint-Augustin,CA,2022-04-04 02:22:06,51.226,-58.6502,28.96,81,100,15.01
456,Yazykovo,RU,2022-04-04 02:29:19,55.2199,56.1353,37.27,97,100,7.92
457,Namibe,AO,2022-04-04 02:22:41,-15.1961,12.1522,69.78,81,90,9.26
458,Djibo,BF,2022-04-04 02:29:20,14.1022,-1.6306,83.34,30,79,9.24
459,Londa,IN,2022-04-04 02:29:20,15.4691,74.5191,72.73,87,97,2.3
460,Carcassonne,FR,2022-04-04 02:29:20,43.25,2.1667,37.22,76,0,6.91
461,Samana,DO,2022-04-04 02:24:12,19.2056,-69.3369,74.03,86,90,6.62
462,Ambilobe,MG,2022-04-04 02:22:11,-13.2,49.05,71.82,95,72,1.41
463,Omboue,GA,2022-04-04 02:29:21,-1.5746,9.2618,76.8,90,100,2.17
464,Bloemfontein,ZA,2022-04-04 02:29:21,-29.1211,26.214,54.88,94,96,2.3
465,Port Blair,IN,2022-04-04 02:25:50,11.6667,92.75,84.24,74,40,3.44
466,Abu Samrah,SY,2022-04-04 02:29:22,35.3029,37.1841,56.25,40,24,11.7
467,Senigallia,IT,2022-04-04 02:29:22,43.7093,13.2167,46.96,67,75,4.61
468,Sorata,BO,2022-04-04 02:29:22,-15.7667,-68.6333,46.53,91,100,1.32
469,At-Bashi,KG,2022-04-04 02:29:23,41.1702,75.8106,36.41,62,2,4.18
470,Zaltan,LY,2022-04-04 02:29:23,32.947,11.8665,58.51,81,53,17.02
471,Inverness,GB,2022-04-04 02:29:23,57.4791,-4.224,51.98,89,100,20.71
472,Villarrica,PY,2022-04-04 02:22:54,-25.75,-56.4333,75.96,77,99,3.18
473,San Ramon,US,2022-04-04 02:26:12,37.7799,-121.978,64.53,60,0,18.41
474,Quatre Cocos,MU,2022-04-04 02:21:45,-20.2078,57.7625,79.09,84,42,14.05
475,Badhni Kalan,IN,2022-04-04 02:29:24,30.6833,75.2833,75.0,12,3,4.21
476,Pinega,RU,2022-04-04 02:29:24,64.7001,43.3936,3.49,100,96,2.64
477,Reconquista,AR,2022-04-04 02:29:24,-29.15,-59.65,65.44,96,2,5.32
478,Nusaybin,TR,2022-04-04 02:29:24,37.0778,41.2178,55.02,54,68,4.52
479,Borujerd,IR,2022-04-04 02:29:25,33.8973,48.7516,53.69,35,0,0.0
480,Beira,MZ,2022-04-04 02:29:25,-19.8436,34.8389,74.8,86,8,5.21
481,Pudozh,RU,2022-04-04 02:23:32,61.8099,36.5345,10.45,99,94,3.2
482,Krumovgrad,BG,2022-04-04 02:29:25,41.4667,25.65,39.4,94,10,3.36
483,Nhlangano,SZ,2022-04-04 02:29:26,-27.1167,31.2,59.68,93,80,3.98
484,Isiro,CD,2022-04-04 02:29:26,2.7739,27.616,67.23,99,98,0.81
485,Royan,FR,2022-04-04 02:29:26,45.6285,-1.0281,32.79,70,1,7.23
486,Ngama,TD,2022-04-04 02:29:26,11.7833,17.1667,83.5,10,100,7.56
487,Burgeo,CA,2022-04-04 02:29:27,47.6167,-57.6152,31.98,90,95,13.78
488,Sivas,TR,2022-04-04 02:29:27,39.7916,37.0019,43.43,38,0,13.8
489,Qaqortoq,GL,2022-04-04 02:22:34,60.7167,-46.0333,33.78,81,46,4.9
490,Cervo,ES,2022-04-04 02:29:27,43.6702,-7.4101,44.4,68,92,19.62
491,Panaba,MX,2022-04-04 02:29:27,21.2833,-88.2667,79.48,77,100,8.41
492,Sorso,IT,2022-04-04 02:29:28,40.8,8.5772,36.09,66,100,2.66
493,Balezino,RU,2022-04-04 02:29:28,57.9796,53.0106,30.81,93,100,10.09
494,Luba,GQ,2022-04-04 02:29:28,3.4568,8.5547,76.89,80,41,6.51
495,Bougouni,ML,2022-04-04 02:23:58,11.417,-7.479,85.46,47,92,4.43
496,Regente Feijo,BR,2022-04-04 02:29:29,-22.2214,-51.3028,76.28,78,0,9.22
497,Laguna,US,2022-04-04 02:22:38,38.421,-121.4238,72.61,40,0,13.8
498,Channel-Port Aux Basques,CA,2022-04-04 02:29:29,47.5702,-59.1367,32.22,91,93,15.43
499,Bam,IR,2022-04-04 02:25:30,29.106,58.357,72.3,10,96,6.33
500,San Joaquin,US,2022-04-04 02:29:29,37.9333,-121.3011,73.65,35,0,20.71
501,Muravlenko,RU,2022-04-04 02:29:30,63.7898,74.523,24.55,95,100,27.6
502,Bria,CF,2022-04-04 02:29:30,6.5423,21.9863,73.92,71,51,5.55
503,Glens Falls,US,2022-04-04 02:27:29,43.3095,-73.644,39.15,86,100,8.05
504,Shieli,KZ,2022-04-04 02:22:02,44.1667,66.75,61.0,32,1,7.0
505,Forestville,US,2022-04-04 02:29:30,38.8451,-76.875,47.05,47,75,11.5
506,Karpogory,RU,2022-04-04 02:29:31,64.0019,44.4451,-0.24,100,81,2.71
507,Parchim,DE,2022-04-04 02:29:31,53.4263,11.8488,35.71,92,100,13.18
508,Sur,OM,2022-04-04 02:23:21,22.5667,59.5289,81.54,34,4,10.38
509,Finote Selam,ET,2022-04-04 02:29:31,10.7,37.2667,69.87,35,96,0.43
510,Guadalupe,MX,2022-04-04 02:29:31,25.6833,-100.25,80.4,55,0,6.91
511,Kyshtovka,RU,2022-04-04 02:22:07,56.555,76.6271,34.3,100,100,7.38
512,La Palma,US,2022-04-04 02:29:32,33.8464,-118.0467,65.82,73,100,10.36
513,Lisakovsk,KZ,2022-04-04 02:29:32,52.5369,62.4936,38.16,80,100,11.52
514,Makurdi,NG,2022-04-04 02:29:32,7.7411,8.5121,82.11,66,24,10.4
515,Novorozhdestvenskaya,RU,2022-04-04 02:29:32,45.8619,39.9542,44.62,85,56,15.12
516,Wanlaweyn,SO,2022-04-04 02:29:33,2.6185,44.8938,78.57,80,30,6.69
517,Akdagmadeni,TR,2022-04-04 02:29:33,39.6603,35.8836,41.85,62,71,6.89
518,Meulaboh,ID,2022-04-04 02:24:11,4.1363,96.1285,78.06,79,97,3.09
519,Bhalwal,PK,2022-04-04 02:29:33,32.272,72.9043,76.68,13,0,3.76
520,Vradiyivka,UA,2022-04-04 02:29:34,47.862,30.5919,31.95,83,79,12.57
521,Juba,SS,2022-04-04 02:29:34,4.8517,31.5825,77.34,51,95,2.82
522,Elizabeth City,US,2022-04-04 02:24:34,36.2946,-76.2511,55.42,46,0,8.05
523,Xai-Xai,MZ,2022-04-04 02:23:44,-25.0519,33.6442,72.05,77,24,9.8
524,Bozuyuk,TR,2022-04-04 02:29:34,39.9078,30.0367,43.34,68,16,4.29
525,Tandalti,SD,2022-04-04 02:29:34,13.0167,31.8667,83.34,20,59,7.94
526,Visby,SE,2022-04-04 02:29:35,57.6409,18.296,36.82,80,20,12.66
527,Rundu,NA,2022-04-04 02:29:35,-17.9333,19.7667,64.04,96,100,3.98
528,Kyrylivka,UA,2022-04-04 02:29:35,46.3759,35.3675,41.13,80,100,16.89
529,Pelym,RU,2022-04-04 02:29:35,61.0108,61.9978,38.1,99,100,11.12
530,Semey,KZ,2022-04-04 02:29:36,50.4111,80.2275,37.62,87,0,6.71
531,Madaoua,NE,2022-04-04 02:29:36,14.073,5.96,77.54,8,71,0.67
532,Muzhi,RU,2022-04-04 02:29:36,65.3667,64.6667,21.72,95,100,15.73
533,Monrovia,LR,2022-04-04 02:29:36,6.3005,-10.7969,78.57,88,36,4.79
534,Huambo,AO,2022-04-04 02:29:37,-12.7761,15.7392,58.08,98,97,0.58
535,Jardim,BR,2022-04-04 02:29:37,-21.4803,-56.1381,75.51,74,6,3.49
536,Marzuq,YE,2022-04-04 02:24:43,14.4,46.4667,65.93,30,6,3.78
537,Do Gonbadan,IR,2022-04-04 02:29:37,30.3586,50.7981,57.29,47,0,0.0
538,Bani,DO,2022-04-04 02:29:38,18.2833,-70.3333,78.85,85,59,5.32
539,Anloga,GH,2022-04-04 02:29:38,5.7947,0.8973,82.67,82,99,12.33
540,Yar-Sale,RU,2022-04-04 02:22:19,66.8333,70.8333,16.03,88,100,21.36
541,Ciudad Guayana,VE,2022-04-04 02:29:38,8.3533,-62.6528,77.56,69,54,8.16
542,Estelle,US,2022-04-04 02:29:38,29.8458,-90.1067,69.01,67,0,3.44
543,Guaira,BR,2022-04-04 02:29:39,-20.3183,-48.3106,70.9,85,19,5.79
544,Kano,NG,2022-04-04 02:29:39,12.0001,8.5167,75.09,33,0,9.22
545,Trumbull,US,2022-04-04 02:29:39,41.3167,-80.7665,38.35,76,100,5.01
546,Gravdal,NO,2022-04-04 02:29:39,68.1214,13.5031,29.23,63,96,21.21
547,Acarau,BR,2022-04-04 02:23:51,-2.8856,-40.12,77.4,90,76,8.86
548,Aljezur,PT,2022-04-04 02:23:26,37.3191,-8.8033,49.93,44,100,12.35
549,Swidnica,PL,2022-04-04 02:29:40,50.8438,16.4886,32.61,73,59,7.85
550,Owando,CG,2022-04-04 02:21:34,-0.4819,15.8999,74.05,89,100,0.34
551,Vegueta,PE,2022-04-04 02:29:40,-11.0231,-77.6431,68.86,86,43,8.68
552,Murgab,TM,2022-04-04 02:21:57,37.4966,61.9714,53.47,66,0,6.91
553,Turinskaya Sloboda,RU,2022-04-04 02:29:40,57.6232,64.3858,36.3,93,98,9.31
554,Chalus,IR,2022-04-04 02:29:41,36.655,51.4204,60.26,63,0,0.0
555,Kuvandyk,RU,2022-04-04 02:29:41,51.4781,57.3552,40.5,75,100,2.55
556,Praia,CV,2022-04-04 02:24:01,14.9215,-23.5087,68.54,73,20,6.91
557,Cay,TR,2022-04-04 02:29:41,38.5917,31.0286,44.98,54,42,6.62
558,Pasinler,TR,2022-04-04 02:29:41,39.9803,41.6764,38.39,88,100,3.09
559,Medea,DZ,2022-04-04 02:29:42,36.2642,2.7539,39.74,89,88,4.56
560,Tabuk,PH,2022-04-04 02:24:01,17.4189,121.4443,72.84,96,100,5.41
